Date;Time;Severity;TID;This;Function;Message
2020/05/28;21:28:06.321;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.351;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.351;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.351;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.351;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.351;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.351;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.351;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.351;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.351;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.351;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.351;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.351;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.351;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.351;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.351;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.351;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.351;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.351;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.351;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.352;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.352;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.353;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.353;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.353;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
2020/05/28;21:28:06.353;DEBUG;22924;0;server::ServerTCPSocket::receivePacket@137;"Failed to receive data size from client -  [socket:1940][buffer:0][size:4][flags:0]"
2020/05/28;21:28:06.353;INFO;22924;0;server::ServerEngine::asyncRequest@183;"SOCKET Warning Ignored, relaunch waiting socket reception"
